author;key;affiliation;university_homepage
Adrian Segall;conf/icde/SegallW88|conf/pods/SegallW87|journals/siamcomp/WolfsonS91;Cyberjaya University College of Medical Science;http://www.cybermed.edu.my/
Adrian Skehill;conf/efdbs/SkehillR99;Pamir University;http://www.pamir.edu.af/
Adrian Spalka;conf/dbsec/Spalka94;Universidad Adolfo Ibáñez;http://www.uai.cl/
Adrian Walker;conf/vldb/Walker80|journals/iandc/MudeW78|journals/jar/Walker93|conf/fgcs/BroughW84|conf/ddb/DanielsSHLMWW82|conf/eds/ParkerCGJSW84|conf/eds/ChangW84|conf/jcdkb/WilliamsDHLLNOSWWY82;Sultan Idris Shah Polytechnic;http://www.psis.edu.my/
Adriana Muñoz;journals/vldb/OzsuPSILM95|conf/cikm/OzsuMS95;University of Perugia;http://www.unipg.it/
Adriana de Oliveira;conf/pdis/AlmeidaBCO96;Karwan Institute of Higher Education;http://www.karwan.edu.af/
Adrienne J. Kleiboemer;journals/iandc/SchwartzK67a;Chongqing University of Communications;http://www.cquc.edu.cn/
Agma J. M. Traina;conf/sigmod/FaloutsosSTT00|conf/edbt/TrainaTSF00|conf/icde/TrainaTF00;East Somalia University;http://www.eastsomaliauniversity.com/
Agnar Aamodt;journals/aicom/AamodtP94;Université de Caen Basse Normandie;http://www.unicaen.fr/
Agnar Renolen;conf/er/Renolen98;Ecole Supérieure de Commerce de Toulouse;http://www.esc-toulouse.fr/
Agnès Voisard;conf/dbpl/AbiteboulGVW89|conf/cosit/RigauxSV93|conf/ssd/Voisard91|conf/ssd/SchollV89;Universidade Federal do Rio de Janeiro;http://www.ufrj.br/
Agostino Dovier;journals/jlp/DovierOPR96|conf/slp/DovierR93;Islamic Azad University, Najaf Abad;http://www.iaun.ac.ir/
Agostino Poggi;conf/ecaiw/Poggi94;Universidade Federal do Rio de Janeiro;http://www.ufrj.br/
Agustin A. Araya;conf/aaai/MittalA86;University of Wisconsin - Stout;http://www.uwstout.edu/
Aharon Shtull-Trauring;journals/tse/HarelLNPPSST90|conf/icse/HarelLNPPSS88;Chiang Mai Vocational College;http://www.cmvc.ac.th/
Ahmad Baraani-Dastjerdi;conf/er/Baraani-DastjerdiPSG95|conf/adc/Baraani-DastjerdiGPS95;Gordon Conwell Theological Seminary;http://www.gcts.edu/
Ahmad R. Hadaegh;conf/adbis/HadaeghB96;Mohammad Ali Jinnah University, Karachi;http://www.jinnah.edu/
Ahmed E. Kamal;journals/csur/AbeysundaraK91;Hanover College;http://www.hanover.edu/
Ahmed Emam;journals/tods/SuE78|journals/tc/SuNEL79;Siam Technology College;http://www.siamtechu.net/
Ahmed Guessoum;journals/ngc/GuessoumL90|journals/ngc/GuessoumL91;Al-Yamamah College;http://www.alyamamah.edu.sa/
Ahmed K. Elmagarmid;journals/tkde/ElmagarmidJKBZ96|journals/tkde/JiangE98|journals/vldb/JiangE98|journals/vldb/DuEKB93|journals/vldb/ZhangE93|journals/csur/PitouraBE95|journals/csur/ElmagarmidP90|journals/debu/BukhresEK93|conf/icde/ElmagarmidSL86|conf/icde/ElmagarmidH88|conf/icde/ElmagarmidD90|conf/icde/DuEK91|conf/sigmod/BukhresCELM93|conf/vldb/ElmagarmidLLR90|conf/vldb/DuE89|conf/edbt/KuhnPE92|conf/dbpl/MullenE93|conf/cikm/ElmagarmidJB95|journals/mms/JiangHEJ98|journals/sigmod/ScheuermannEGMMRT90|journals/sigmod/RusinkiewiczELL90|journals/sigmod/Elmagarmid86|journals/ipl/ElmagarmidD91|journals/is/LeuEB92|journals/csur/JingHE99|journals/debu/ElmagarmidL87|journals/monet/JingEHA97|journals/tse/ElmagarmidSL88|journals/csys/ChenBE93|journals/computer/BukhresCDEP93|conf/ride/BukhresCCELZ92|conf/dpds/LeuE90|conf/pdis/ZhangE93|conf/icmcs/JiangME97|conf/icdcs/JingBE95|conf/icdcs/ChenBE93;Université Gaston Berger Saint-Louis;http://www.ugb.sn/
Ahmed K. Ezzat;conf/icdcs/EzzatBP86;Wuhan University;http://www.whu.edu.cn/
Ahmed Karmouch;journals/tkde/SudhakarKG93|journals/mms/LiKG94a|journals/mms/LiKG94;Castleton State College;http://www.csc.vsc.edu/
Ahmed Mostefaoui;conf/adbis/Mostefaoui97|conf/adbis/MostefaouiK98;"Academy of Economics ""Dimitur A. Tscenov""";http://www.uni-svishtov.bg/
Ai Li;conf/icdt/KiferL88;Ecole Nationale Vétérinaire d'Alfort;http://www.vet-alfort.fr/
Aidong Zhang;journals/tkde/ChangSWZ98|journals/tkde/ElmagarmidJKBZ96|journals/vldb/ZhangE93|journals/vldb/SheikholeslamiCZ00|conf/icde/ChangMZS98|conf/sigmod/ZhangNBB94|conf/vldb/SheikholeslamiCZ98|journals/mta/RemiasSZS97|conf/ride/ZhangJ93|conf/podc/PitouraZB95|conf/gis/SheikholeslamiZB97|conf/pdis/ZhangE93|conf/icmcs/ZhangCMS97|conf/mm/ChangSZS97;Lincoln University Pennsylvania;http://www.lincoln.edu/
Aileen S. Stone;journals/is/JohnstonS82;Groupe Sup de Co Amiens Picardie;http://www.supco-amiens.fr/
Aimo A. Törn;journals/bit/Torn84;Université Protestante au Congo;http://www.upc.ac.cd/
Aiqun Du;conf/sigmod/CallanCD99;Université Rennes II - Haute-Bretagne;http://www.uhb.fr/
Aitao Chen;conf/trec/CooperCG94|conf/trec/CooperGC92;Mohammad Ali Jinnah University, Karachi;http://www.jinnah.edu/
Ajay D. Kshemkalyani;journals/tse/KshemkalyaniS94|journals/tse/KshemkalyaniS91|conf/icdcs/KshemkalyaniS97;COMSATS Institute of Information Technology, Lahore;http://www.ciitlahore.edu.pk/
Ajay Kajla;journals/cacm/LarsonK84;Sree Rama Krishna Degree College;http://www.srkdc.org/
Ajay Mohindra;conf/ride/ButricoCGMPSCCFSSWZ00;Adnan Menderes University;http://www.adu.edu.tr/
Ajay Paul Sravanapudi;journals/cacm/VesseyS95;Belarussian State Technological University;http://www.bstu.unibel.by/
Ajay V. Bakre;journals/tc/BakreB97;Fachhochschule Düsseldorf;http://www.fh-duesseldorf.de/
Ajit A. Diwan;conf/vldb/DiwanRSS96;Cyberjaya University College of Medical Science;http://www.cybermed.edu.my/
Ajit K. Mandal;journals/tkde/KonarM96;Jones College;http://www.jones.edu/
Ajit K. Patankar;conf/icde/PatankarSS96;University of Perugia;http://www.unipg.it/
Ajith P. Madurapperuma;conf/icde/BehrendtFM97;Universidad Autónoma de Nuevo León;http://www.uanl.mx/
Akhil Kumar 0001;journals/tkde/Kumar94|journals/tods/KumarS93|conf/icde/Kumar90|conf/sigmod/KumarS88|conf/vldb/KumarS87|conf/edbt/KumarS88|journals/tc/Kumar91|journals/sigmod/KumarS87|journals/ipl/KumarC91|journals/tse/KumarS89|conf/dexa/Kumar94|conf/icdcs/Kumar90;Lampang Vocational College   ;http://www.lampangvc.ac.th/
Akifumi Makinouchi;journals/tods/IshikawaSKMMIAY93|conf/icde/IshikawaIYHM86|conf/icde/YuKBM96|conf/er/HorinokuchiWKM98|conf/er/WangHKKM98|conf/dasfaa/YamaneNKM89|conf/dasfaa/KanekoKM93|conf/dasfaa/WangHKM99|conf/dasfaa/YuWZM95|conf/vldb/Makinouchi77|conf/vldb/MakinouchiTKA81|conf/vldb/AoshimaIMSY90|journals/expert/IchikawaIYHM87|conf/future/KanekoKM92|conf/dexaw/KurokiIM97|conf/dexaw/WangMK97;Ecole Nationale Vétérinaire d'Alfort;http://www.vet-alfort.fr/
Akifumi Sakomoto;conf/iwdm/HikitaKSM87;Arab Open University;http://www.aou.org.bh/
Akiharu Sakata;conf/icde/ToriiKYSTKTI87|conf/icde/ToriiKKSYT88;Universidad Nacional del Nordeste;http://www.unne.edu.ar/
Akihiro Kashihara;journals/ijmms/YanoKM92;Tokyo Dental College;http://www.tdc.ac.jp/
Akihito Akutsu;journals/ieeemm/TonomuraATS94|conf/mm/TaniguchiATH95;Pomorsk State University;http://www.pomorsu.ru/
Akikazu Takeuchi;conf/fgcs/FurukawaTKYOU84|conf/slp/MiyachiKKFTY84;Université d'Aix-Marseille III;http://www.u-3mrs.fr/
Akiko Kanaya;conf/icde/IshikawaKOYKK98;University of Benin;http://www.uniben.edu/
Akiko Kondo;conf/icde/IshikawaKOYKK96;Lincoln University Pennsylvania;http://www.lincoln.edu/
Akiko N. Aizawa;journals/tkde/WahICA95|journals/ec/AizawaW94;East Somalia University;http://www.eastsomaliauniversity.com/
Akinari Masuyama;conf/ifip/TanakaNM80;Tokyo Dental College;http://www.tdc.ac.jp/
Akinori Yonezawa;conf/oopsla/MasuharaMWY92;Université d'Aix-Marseille III;http://www.u-3mrs.fr/
Akio Kokubu;conf/ifip/UemuraYKOS80;British Columbia Institute of Technology;http://www.bcit.ca/
Akio Nagasaka;conf/vdb/NagasakaT91;Sonoda Women's University;http://www.sonoda-u.ac.jp/
Akio Tanaka;conf/fgcs/SakaiIKATSM84;Institut National Polytechnique de Grenoble;http://www.inpg.fr/
Akira Aiba;journals/jsc/SakaiA89|journals/ngc/UchidaHYCNA93|conf/fgcs/AibaH92;Panteios University of Economics and Political Sciences Athens;http://www.panteion.gr/
Akira Fukuda;conf/er/TagashiraSIF98;St. Petersburg State Polytechnical University;http://www.spbstu.ru/
Akira Hattori;conf/icde/YokotaKH89|conf/isca/HayashiHA83;College of St. Elizabeth;http://www.st-elizabeth.edu/
Akira Kawaguchi;conf/sigmod/ColbyKLMR97|conf/dbpl/KawaguchiLMR97|conf/icdt/KawaguchiLMQR97|conf/views/KawaguchiLMR96|conf/pdis/WolfsonZBKM93;Gifu University for Education and Languages;http://www.gifu-kyoiku.ac.jp/
Akira Kumamoto;conf/dasfaa/EguchiIKK99;University of Benin;http://www.uniben.edu/
Akira Matsumoto;journals/ngc/OnaiASMM85;University of Dallas;http://www.udallas.edu/
Akira Sato;conf/dasfaa/KitakamiMAS97;Prince Mohammad Bin Fahd University;http://www.pmu.edu.sa/
Akira Shibamiya;journals/ibmsj/ChengLSW84;University of Adelaide;http://www.adelaide.edu.au/
Akira Uemori;conf/spieSR/SuzukiNUS94;Sree Rama Krishna Degree College;http://www.srkdc.org/
Akira Urano;journals/acta/TsudaUS83;Lumbini Buddhist University;http://www.lbu.edu.np/
Akira Yamamoto;journals/ngc/YokotaYTNU83;University of Alaska - Fairbanks;http://www.uaf.edu/
Akis Fitas;journals/software/GibbsTFKY87;Pomorsk State University;http://www.pomorsu.ru/
Akmal B. Chaudhri;journals/sigmod/Chaudhri98|journals/sigmod/Chaudhri95;Catholic University of Pusan;http://www.cup.ac.kr/
Akshay Goel;conf/pods/GangulyGS96;Fachhochschule St. Pölten;http://www.fh-stpoelten.ac.at/
Al Geist;journals/pc/SunderamGDM94;Universidad Adolfo Ibáñez;http://www.uai.cl/
Al Kepner;conf/aaai/KahnKP87;Sibelius Academy;http://www.siba.fi/
Al Khorasani;journals/tois/WhangABHHHKKSSWZ87;Voronezh State University;http://www.vsu.ru/
Al Milewski;conf/aaai/KautzSM96;American University of Beirut;http://www.aub.edu.lb/
Al Nieder;journals/csur/PoochN73;Tohoku Institute of Technology;http://www.tohtech.ac.jp
Aladdin Hafez;journals/tkde/OzsoyogluH93|conf/vldb/HafezO88|journals/debu/Hafez88;Groupe Sup de Co Amiens Picardie;http://www.supco-amiens.fr/
Alain April;journals/ijmms/MissaouiA93;Halmstad University College;http://www.hh.se/
Alain Bazan;conf/ideas/McClatcheyKEGHBFB98|conf/dexaw/BakerBCEKFGLMMV98;Universitas Negeri Padang;http://www.unp.ac.id/
Alain Callebaut;conf/slp/BruynoogheJCD87;Universidade Metodista de Piracicaba;http://www.unimep.br/
Alain Colmerauer;journals/cacm/Colmerauer90|conf/adbt/ColmerauerP79;Western Bible College;http://www.westernbible.edu/
Alain Deutsch;conf/popl/Deutsch90;Randolph-Macon College;http://www.rmc.edu/
Alain Fournier;journals/tog/FournierM84;American University of Beirut;http://www.aub.edu.lb/
Alain Giboin;conf/ekaw/DiengGTC92;Chiang Mai Vocational College;http://www.cmvc.ac.th/
Alain J. Martin;journals/cacm/DijkstraLMSS78|conf/slp/LiM86;Université Gaston Berger Saint-Louis;http://www.ugb.sn/
Alain Karsenty;conf/icdcs/KarsentyB93;Trakia University Stara Zagora;http://www.uni-sz.bg/
Alain Michard;journals/cn/MichardCSSSV98;Fachhochschulstudiengänge Wels;http://www.fh-wels.at/
Alain Pirotte 0001;journals/tkde/PirotteRZ91|conf/icde/PirotteR89|conf/sigmod/ManolaP82|conf/vldb/PirotteZMY94|conf/vldb/LouisP82|conf/vldb/LacroixP77|conf/vldb/Pirotte79|journals/sigmod/Pirotte82|journals/is/LacroixP83|conf/icod/ManolaP83|conf/adbt/Pirotte77|conf/sigmod/LacroixP80;Universidade Vale do Rio dos Sinos;http://www.unisinos.br/
Alain Quéré;journals/iandc/PairQ68;Somaliland University of Technology;http://www.somtech.org/
Alain Sandoz;conf/wdag/SchiperES89;Chongqing University of Communications;http://www.cquc.edu.cn/
Alain T. Rappaport;journals/ijmms/Rappaport87|journals/ijmms/Rappaport88;International Culinary Institute (ICI);http://www.ici-luzern.com/
Alain Würgler;conf/er/NorrieSWW96;Universität Fridericana Karlsruhe (Technische Hochschule);http://www.uni-karlsruhe.de/
Alan B. Sheltzer;conf/icdcs/SheltzerLP86;Prince Mohammad Bin Fahd University;http://www.pmu.edu.sa/
Alan Borning;journals/tkde/AmadorBBDFNNSSSSWW93|journals/cacm/Freeman-BensonMB90|journals/tois/WeyerB85|journals/toplas/Borning81|conf/popl/BorningI82;Kobe Jogakuin University;http://www.kobe-c.ac.jp/
Alan Bundy;journals/ai/BundySP85|journals/ai/BundyW81|journals/jar/Bundy85|conf/cade/SterlingB82;Al-Yamamah College;http://www.alyamamah.edu.sa/
Alan C. Schultz;journals/ml/GrefenstetteRS90;Voronezh State University;http://www.vsu.ru/
Alan Carle;conf/sde/AlpernCRSZ88;Higher Institute of Business Administration;http://www.hiba.edu.sy/
Alan D. Berenbaum;conf/asplos/BerenbaumCL82;Sibelius Academy;http://www.siba.fi/
Alan Dearle;conf/vldb/CooperADA87|conf/edbt/ConnorDMB90|conf/dbpl/DearleCBM89|conf/dbpl/FarkasD93|conf/dbpl/DearleRV91|conf/dbpl/AlbanoDGMMOS89|journals/spe/MorrisonBBDD86|journals/cacm/RosenbergDHLN96|journals/ipl/MorrisonABD90|journals/cj/DearleB88|journals/csys/DearleBFHLRV94|journals/toplas/MorrisonDCB91|conf/pos/KochSDVMFB90|conf/pos/VaughanD92|conf/pos/MorrisonBCCDA89|conf/pos/ConnorBCDMR90|conf/pos/ConnorBCDM89|conf/pos/KirbyCCMDF92|conf/pos/BushellDBV94|conf/pos/FarkasDKCMC92|conf/pos/DearleCK89|conf/oodbs/MorrisonBCCD88|conf/icse/MorrisonDBBA85;Czech Technical University of Prague;http://www.cvut.cz/
Alan Downing;conf/sigmod/DanielsDDEHJJLSSS94|conf/vldb/BelloDDFNSWZ98;Universidade Estadual de Campinas;http://www.unicamp.br/
Alan E. Kulawik;journals/micro/BodenCFKSSS95;Adnan Menderes University;http://www.adu.edu.tr/
Alan Emtage;journals/csys/SchwartzEKN92;Blessing-Rieman College of Nursing;http://www.brcn.edu/
Alan Eustace;conf/pldi/SrivastavaE94;Meio University;http://www.meio-u.ac.jp/
Alan F. Dickey;conf/sigmod/WintersD76;University of the West Indies St. Augustine;http://www.uwi.tt/
Alan F. Smeaton;conf/sigir/SmeatonR81|conf/sigir/SmeatonQ96;University of the West Indies St. Augustine;http://www.uwi.tt/
Alan Farris;conf/ssdbm/Farris94;Haramaya University;http://www.haramaya.edu.et/
Alan Fekete;conf/vldb/AspnesFLMW88|conf/pods/FeketeLW90|conf/pods/FeketeLMW87|conf/mfdbs/LeeF91|conf/icdt/FeketeLW92|conf/icdt/LynchMWF88|journals/jcss/FeketeLMW90|journals/computer/Fekete93|conf/pos/FeketeLMW89;University of Benin;http://www.uniben.edu/
Alan G. Ganek;journals/ibmsj/ScalziGS89;Da-Yeh University;http://www.dyu.edu.tw/
Alan G. Konheim;journals/jacm/BlakeK77|journals/siamcomp/HofriK87|conf/icalp/ItaiKR81;Pennsylvania State University - Abington;http://www.abington.psu.edu/
Alan G. Merten;conf/sigmod/NavatheM75|conf/vldb/YaoM75|conf/sigmod/MertenF74|conf/sigmod/BehymerOM74|conf/sigmod/YamaguchiM74;Southeastern Oklahoma State University;http://www.sosu.edu/
Alan G. Quan;conf/ijcai/SchwuttkeQ93;Meio University;http://www.meio-u.ac.jp/
Alan H. Goldfine;conf/er/Goldfine85|journals/sigmod/FongG86;Fontbonne College;http://www.fontbonne.edu/
Alan J. Demers;conf/pdis/TerryDPSTW94|journals/siamcomp/JohnsonDUGG74|journals/toplas/DonahueD85|journals/toplas/RepsTD83|conf/podc/DemersGHIL87|conf/popl/DemersDS78|conf/popl/DemersRT81|conf/sosp/PetersenSTTD97|conf/sosp/TerryTPDSH95|conf/pldi/BoehmDS91;Brunel University Uxbridge;http://www.brunel.ac.uk/
Alan J. Kent;journals/tkde/Sacks-DavisKRTZ95|journals/tods/Sacks-DavisK87|conf/vldb/KentSR88|journals/acj/ThomKS91|conf/dexa/FullerKSTWZ91;Kamrah International Institute of Technology (KIIT);http://www.kiit.in/
Alan J. Perlis;journals/cacm/DeMilloLP79;College of St. Elizabeth;http://www.st-elizabeth.edu/
Alan Jay Smith;journals/tods/Smith78|journals/vldb/SinghalS97|journals/tc/HillS89|journals/cacm/Smith81|journals/csur/Smith82|journals/tse/Smith81a|journals/tocs/Smith85;University of Dallas;http://www.udallas.edu/
Alan K. Mackworth;journals/ai/ReiterM89|journals/ai/Mackworth92|journals/ai/Mackworth77|journals/ai/MackworthF93|journals/ai/KleerMR92;Universidad Nacional de General Sarmiento;http://www.ungs.edu.ar/
Alan Kaplan;conf/pos/KaplanW94;University of Agriculture Makurdi;http://www.uam.edu.ng/
Alan L. Cox;journals/computer/AmzaCDKLRYZ96|conf/isca/KeleherCZ92;Universidade Vale do Rio Doce;http://www.univale.br/
Alan L. Rector;conf/icde/GobleGNR93|conf/ids/HawGR94;American University of Beirut;http://www.aub.edu.lb/
Alan L. Tharp;journals/tkde/BrainT94|conf/icde/RuchteT87|conf/dasfaa/OuT91|journals/spe/BrainT89|journals/spe/TharpT82|journals/is/BrainT90|journals/is/TaiT81|journals/is/HsiaoT88|journals/cj/OuT91|conf/icci/BoswellT90;Reformed Theological Academy of Debrecen;http://www.drk.hu/
Alan Lazar;journals/ijcis/BrachmanSTAHKL93;Universidad Albert Einstein;http://www.uae.edu.sv/
Alan M. Davis;journals/cacm/Davis88|journals/cacm/BersoffD91;Tashkent Medical Academy;http://www.tma.uz/
Alan M. Frieze;journals/jacm/DyerFK91|journals/siamcomp/DyerF88|conf/stoc/BroderCFM98|conf/soda/BroderFU93|conf/focs/FriezeKV98;Sultan Idris Shah Polytechnic;http://www.psis.edu.my/
Alan M. Frisch;journals/ai/FrischH94|journals/ai/Frisch91|conf/kr/Frisch89;Ibaraki Prefectural University of Health Sciences;http://www.ipu.ac.jp/
Alan M. Mainwaring;journals/pc/Tucker94;Kobe Jogakuin University;http://www.kobe-c.ac.jp/
Alan Mycroft;journals/ai/MycroftO84;Trakia University Stara Zagora;http://www.uni-sz.bg/
Alan P. Batson;journals/computer/McKeeKWWSAB98;Mohammad Ali Jinnah University, Karachi;http://www.jinnah.edu/
Alan P. Parkes;journals/mta/NackP97;Augustana University College;http://www.augustana.ab.ca/
Alan P. Sexton;conf/cdb/Sexton97;University of Pittsburgh at Bradford;http://www.upb.pitt.edu/
Alan P. Sheng;conf/icde/PrellS84;Gifu University for Education and Languages;http://www.gifu-kyoiku.ac.jp/
Alan Purdy;journals/tois/PurdySM87|journals/debu/MaierOP85|conf/oopsla/MaierSOP86;COMSATS Institute of Information Technology, Lahore;http://www.ciitlahore.edu.pk/
Alan R. Aronson;journals/tods/JacobsAK82|journals/jasis/WrightNAR99;Da-Yeh University;http://www.dyu.edu.tw/
Alan R. Dennis;journals/cacm/NunamakerDVVG91;Belarussian State Technological University;http://www.bstu.unibel.by/
Alan R. Downing;conf/wmrd/DowningGP90|conf/parbase/DowningGP90;Agricultural University of Georgia;http://www.agruni.edu.ge/
Alan R. Hevner;conf/vldb/BlankinshipHY91|journals/ac/HevnerR88|journals/dke/ElmasriWH85|journals/tois/HevnerWY85|journals/tois/YaoHSL84|journals/tse/ApersHY83|journals/tse/HevnerY79|conf/berkeley/HevnerY78;Kobe Jogakuin University;http://www.kobe-c.ac.jp/
Alan R. Katz;journals/computer/ReynoldsPKFD85;University of Ghana;http://www.ug.edu.gh/
Alan R. Segal;journals/tse/RiddleWSSS78;Instituto Politécnico de Leiria;http://www.iplei.pt/
Alan Ray;journals/ipm/TavakoliR92;Harding University Graduate School of Religion;http://www.hugsr.edu/
Alan S. Ferrency;journals/tse/MyersMMFFKMKD97;Quantum-Veritas International University;http://www.qvius.edu/
Alan Shaw;journals/csur/FurutaSS82;Halmstad University College;http://www.hh.se/
Alan Siegel;conf/stoc/FiatNSS88|conf/stoc/FiatNSSS88;Catholic University in Ruzomberok;http://www.ku.sk/
Alan Snyder;journals/cacm/LiskovSAS77|journals/tse/LiskovS79|conf/oopsla/Snyder86;Lincoln University Pennsylvania;http://www.lincoln.edu/
Alan Sussman;journals/sigmod/ChangASS98|conf/icde/ChangMASSS97|conf/iopads/AcharyaUBMBHSS96;Universidade Estadual de Maringá;http://www.uem.br/
Alan W. Biermann;conf/ac/Biermann85;Lyceum of the Philippines University;http://www.lpu.edu.ph/
Alan W. Brown;conf/bncod/BrownTD90;Massey University;http://www.massey.ac.nz/
Alan W. Nordstrom;journals/iandc/NordstromR67;Universitas Amir Hamzah;http://www.unhamzah.ac.id/
Alan Weiss;journals/tse/KruskalW85;Karwan Institute of Higher Education;http://www.karwan.edu.af/
Alan de Pennington;journals/tkde/McKayBP96;University of Perugia;http://www.unipg.it/
Alasdair Urquhart;journals/jacm/Urquhart87;Kanazawa University;http://www.kanazawa-u.ac.jp/
Albert A. Angehrn;journals/cacm/AngehrnD98;Islamic Azad University, Najaf Abad;http://www.iaun.ac.ir/
Albert Burger;journals/tkde/KumarB92|conf/icde/KumarB91|conf/bncod/BurgerT94;American University of Beirut;http://www.aub.edu.lb/
Albert Chang;journals/tocs/ChangM88|conf/sosp/ChangM87;University of Perugia;http://www.unipg.it/
Albert Chen;journals/debu/ChenKPSSVZ93;Fachhochschule St. Pölten;http://www.fh-stpoelten.ac.at/
Albert Chuang-shi Yu;journals/computer/LiuLSYCZ91;Institut National Polytechnique de Grenoble;http://www.inpg.fr/
Albert Croker;journals/tkde/DharV93|journals/tods/CliffordC94|conf/icde/CliffordC87|conf/icde/CrokerM86|journals/debu/CliffordC88|journals/expert/DharC88;Evangel University;http://www.evangel.edu/
Albert D. Alexandrov;conf/spaa/AlexandrovISS95;Harding University Graduate School of Religion;http://www.hugsr.edu/
Albert Endres;journals/tse/Endres75;Randolph-Macon College;http://www.rmc.edu/
Albert H. Stone III;conf/er/FullertonSH83;Ecole des Ingénieurs de la Ville de Paris;http://www.eivp-paris.fr/
Albert J. Turner;journals/tse/BasiliT75;British College of Osteopathic Medicine;http://www.bcom.ac.uk/
Albert John Camilleri;conf/tphol/Camilleri97;Ecole Nationale Supérieure du Pétrole et des Monteurs;http://www.ifp.fr/EC/EC000GP1.html
